# ERM Training Log

# Training Logs

This file contains the verbose ERM and group-balanced training logs removed from the notebook so that its GitHub rendering remains concise.

/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py:424: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  self.check_worker_number_rationality()
Epoch 0:   0%|          | 0/751 [00:00<?, ?batch/s]/usr/local/lib/python3.12/dist-packages/torch/utils/data/dataloader.py:432: UserWarning: This DataLoader will create 4 worker processes in total. Our suggested max number of worker in current system is 2, which is smaller than what this DataLoader is going to create. Please be aware that excessive worker creation might get DataLoader running slow or even freeze, lower the worker number to avoid potential slowness/freeze if necessary.
  self.check_worker_number_rationality()
Epoch 0:   2%|▏         | 12/751 [00:01<01:04, 11.55batch/s, accuracy=39.0625%, loss=1.59]ERM | Epoch 0 | Loss: 1.6159987449645996 | Accuracy: 15.625%
ERM | Epoch 0 | Loss: 1.6190383434295654 | Accuracy: 23.4375%
ERM | Epoch 0 | Loss: 0.12451930344104767 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.010767346248030663 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.07704465091228485 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.010969283990561962 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.010513273999094963 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008678121492266655 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09874884784221649 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.007832628674805164 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00882815569639206 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007182140368968248 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007081739604473114 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008183601312339306 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007040080148726702 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09015388041734695 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.007526167202740908 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12840016186237335 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.006639759987592697 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005786293186247349 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005933238193392754 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00553099624812603 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005221287254244089 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00456215487793088 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12650375068187714 | Accuracy: 98.4375%
Epoch 0:  91%|█████████ | 683/751 [00:06<00:00, 145.46batch/s, accuracy=100.0%, loss=0.00557]ERM | Epoch 0 | Loss: 0.003777931910008192 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0035692681558430195 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0033467994071543217 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0031370841898024082 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002706271829083562 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002761125098913908 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002226165495812893 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0022077946923673153 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0023007395211607218 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0020505920983850956 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0022455360740423203 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.001601724186912179 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0014598252018913627 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0016475135926157236 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0014120540581643581 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.12308554351329803 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.12017817050218582 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0020692171528935432 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1077042743563652 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.25311151146888733 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.003533632028847933 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0049627493135631084 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.15447230637073517 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.07736425846815109 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.15705616772174835 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.015391947701573372 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.014295248314738274 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.014564404264092445 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.008689848706126213 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005572181195020676 | Accuracy: 100.0%
Epoch 0:  95%|█████████▌| 715/751 [00:06<00:00, 149.06batch/s, accuracy=100.0%, loss=0.00312]ERM | Epoch 0 | Loss: 0.006240763235837221 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.14506568014621735 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0061811283230781555 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005341837648302317 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005214902572333813 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004591045901179314 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004536410793662071 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0043151360005140305 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0041580162942409515 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004445746075361967 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003755530109629035 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003141832072287798 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11805351823568344 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.10264059156179428 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.003998636268079281 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003875108901411295 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0038499594666063786 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003930289298295975 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00351614598184824 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.08492086082696915 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004519826732575893 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.005123183596879244 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.00594250438734889 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.14219045639038086 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005601557437330484 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11793921887874603 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004291084595024586 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0040699210949242115 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1266099363565445 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004933972842991352 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0041403211653232574 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0031184349209070206 | Accuracy: 100.0%
Epoch 0:  99%|█████████▉| 745/751 [00:06<00:00, 138.55batch/s, accuracy=98.4375%, loss=0.0914]ERM | Epoch 0 | Loss: 0.00360066257417202 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003874965477734804 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002890655305236578 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0032629636116325855 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.0030082548037171364 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003170754760503769 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1501970738172531 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0029202131554484367 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.11347824335098267 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.0023646331392228603 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.003207279834896326 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002922764979302883 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.002836325205862522 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10827474296092987 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.12195789068937302 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004164164420217276 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.1347334086894989 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.005830792244523764 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.13074100017547607 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.004883464891463518 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.004846429452300072 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.10492289066314697 | Accuracy: 98.4375%
ERM | Epoch 0 | Loss: 0.256197988986969 | Accuracy: 96.875%
ERM | Epoch 0 | Loss: 0.00673566572368145 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.007956597954034805 | Accuracy: 100.0%
ERM | Epoch 0 | Loss: 0.09140539914369583 | Accuracy: 98.4375%
Epoch 0: 100%|██████████| 751/751 [00:06<00:00, 113.95batch/s, accuracy=100.0%, loss=0.0107]
ERM | Epoch 0 | Loss: 0.010742006823420525 | Accuracy: 100.0%
Evaluating group-wise accuracy: 100%|██████████| 25/25 [00:08<00:00,  3.00it/s]Epoch 0: ERM Val Worst-Group Accuracy: 0.0
Best Val Worst-Group Accuracy: 0.0

